name,location,phone,costForTwo
Galito's,Bannerghatta Road,+91 8067922374,"1,000"
C. K. Mega Hot Food,BTM,+91 8045128753,600
Red Chilli Restaurant,Bannerghatta Road,+91 8197554395,350
Rajdhani Thali Restaurant,Bannerghatta Road,+91 8067080088,900
PHEW (Play Hard Eat Wild),BTM,+91 9365075799,700
New Kabab Zone,Bannerghatta Road,+91 8861746555,500
Shree Udupi Grand,Kanakapura Road,+91 9986532707,450
Chicken County Grand,Bannerghatta Road,+91 8026533377,650
Darjeeling Momos & Fast Food Center,Bannerghatta Road,+91 8050614733,250
Veruthe Oru Thattukada,BTM,+91 9620033223,400
Savoury - Sea Shell Restaurant,Bannerghatta Road,+91 8049994999,900
Warm Oven,BTM,+91 8880233233,500
Kundana,Bannerghatta Road,+91 8049652729,800
Food Ka Masti,Bannerghatta Road,+91 7204465674,400
The Shawarma Shop,BTM,+91 9343665007,250
Momo Junction,Bannerghatta Road,+91 9980915515,100
Antilla Aromas,Bannerghatta Road,+91 8197777444,300
Punjabi Food Corner,JP Nagar,+91 8026850061,400
Mealer.in,JP Nagar,+91 8048542046,450
Pathaan Sir,BTM,+91 8042244044,250
Cold Stone Creamery,Bannerghatta Road,+91 8067922488,400
Amritsari Kulcha Land,JP Nagar,+91 8884449474,300
Chokha Chowka,BTM,+91 8045128659,400
Gorbandh,BTM,+91 8049652562,400
Bathinda Junction,BTM,+91 9740701619,600
Stories,JP Nagar,+91 8049653116,"1,200"
New Gongura's,BTM,+91 9036264778,550
Sagar Grand,Bannerghatta Road,+91 9611886367,300
UBQ By Barbeque Nation,JP Nagar,+91 7090757107,450
Agarwal Food Service,Bannerghatta Road,+91 8884448931,400
Seasons,Bannerghatta Road,+91 7411898898,"1,000"
Moksha,Kanakapura Road,+91 9900243243,"1,500"
Marwa Restaurant,Bannerghatta Road,+91 8049653014,600
Shanghai Court,Bannerghatta Road,+91 8042086199,700
Bhojohori Manna,JP Nagar,+91 9916972666,650
Yum In My Tum,BTM,+91 9108084789,300
Maggi N Maggi House,Bannerghatta Road,+91 8884448932,300
Fresh Dinner,Bannerghatta Road,+91 9611906084,500
B.M.W Bhookh Mitaane Wala,JP Nagar,+91 9655233303,500
Biryani Miya,JP Nagar,+91 8049652509,600
Krispy Kreme,Bannerghatta Road,+91 8951130541,300
Paani Kum Chai,JP Nagar,+91 9620341725,200
Chulha Chauki Da Dhaba,JP Nagar,+91 8041204283,800
Hotel Brundavan,Bannerghatta Road,+91 9886699977,250
Magix's Parattha Roll,BTM,+91 8049652620,400
AlienSip,BTM,+91 9916641504,200
Waffle Head,BTM,+91 8049653258,300
Samruddhi Biryani,Bannerghatta Road,+91 9900900063,700
Basmati Delights,BTM,+91 8065996599,500
Charlee's Chicken,Bannerghatta Road,+91 8105486688,300
Samosa Singh,JP Nagar,+91 7349542202,200
Cravings,Bannerghatta Road,+91 9986624240,400
Nagas,JP Nagar,+91 8043334321,300
Matka,Bannerghatta Road,+91 9513366655,500
Punjabi Swag,BTM,+91 9902920892,500
Taco Bell,Bannerghatta Road,+91 8448797303,600
Ambur Star Dum Biryani,Jayanagar,+91 7200110202,100
Mother's Rasoi,Bannerghatta Road,+91 9008416337,250
Dosa Bazaar,JP Nagar,+91 8971331138,200
Gowdru Mane Oota,JP Nagar,+91 7899611666,400
Chandrima's Kitchen,Bannerghatta Road,+91 9591000334,400
Bikaner Jn,JP Nagar,+91 9163568669,300
Crunch Pizzas,BTM,+91 9538258708,600
Lassi Berg,BTM,+91 9481971591,100
Kakal-Kai Ruchi,JP Nagar,+91 9448395832,500
Manchu Cafe,BTM,+91 9148854146,300
Calorie Express,BTM,+91 9663868626,450
BANGALORE BOX,BTM,+91 9901402636,"1,500"
Hotel Khaaja,Bannerghatta Road,+91 8867386705,250
The Gujarat Express,Bannerghatta Road,+91 7406000086,250
Lassi Darbar,BTM,+91 9538765901,200
Chavadi,Bannerghatta Road,+91 8049653031,"1,200"
Nanna Munna Paratha House,BTM,+91 8088120161,300
Cucumber Town,BTM,+91 8884566443,600
Kolkata Famous Kati Roll,JP Nagar,+91 9620076440,200
Nellore Ruchulu,Bannerghatta Road,+91 8042041556,800
Brewsky,JP Nagar,+91 9880438170,"1,600"
Chefeana,Bannerghatta Road,+91 8050752925,400
Gud Dhani,BTM,+91 8050060017,500
The Hunger Room,JP Nagar,+91 8296327123,400
Deejas Kitchen,Bannerghatta Road,+91 7259298695,400
Pancuzzi,JP Nagar,+91 9742737794,600
Totus,BTM,+91 7337830757,300
Zhang's - Chinese Restaurant,JP Nagar,+91 8026595988,700
Shagun Sweets & Foods,BTM,+91 8042277117,400
Eat Well,JP Nagar,+91 9742428006,400
Dev's Gugababa,BTM,+91 9731495358,500
Oogway Express,JP Nagar,+91 8048538853,600
Balaji Bombay Vada Pav Gujrati Dalebi,JP Nagar,+91 8553077070,150
The Cake Ville,JP Nagar,+91 8048515445,300
The Egg Factory,JP Nagar,+91 8040124848,750
Chow San,Bannerghatta Road,+91 8065655601,500
New Udupi Grand,JP Nagar,+91 9004663666,300
New Karawali Lunch Home,Bannerghatta Road,+91 8041263322,350
SR Choco Station,JP Nagar,+91 9916432233,200
Momo Jojo,JP Nagar,+91 9513808501,300
Simply Indian,Bannerghatta Road,+91 7022001251,800
Delhi Biryani Cafe,BTM,+91 9650411375,250
Rithika's Kitchen,JP Nagar,+91 9901468279,350
Punjabi Times,Bannerghatta Road,+91 8049652597,"1,000"
Tarbouche,BTM,+91 9787747815,300
Cravy Wings,Bannerghatta Road,+91 8026651666,400
Funky Punjab,JP Nagar,+91 7829391919,500
A1 Garam Masala,Kanakapura Road,+91 7619236664,600
Punjabi Corner,Bannerghatta Road,+91 8095825008,250
Guru Palace,Bannerghatta Road,+91 8041107787,450
Ambara Gardenia,Bannerghatta Road,+91 8105266066,800
LayerBite,BTM,+91 8049577975,450
Bhavani Chats,Bannerghatta Road,+91 9036171811,100
Tandoor Chai House,JP Nagar,+91 9986572716,200
More Pizza,JP Nagar,+91 9611111141,450
Appana Restaurant,BTM,+91 9591264628,300
Crafted Plate,JP Nagar,+91 8043023198,600
Shetty's Kitchen,Bannerghatta Road,+91 9900449437,600
Machali Port,JP Nagar,+91 9113260882,750
Naati Manae,JP Nagar,+91 8217514405,500
Mad Over Biryani,JP Nagar,+91 8049577007,600
Garma Garam,Bannerghatta Road,+91 9986834292,350
Sambram Biriyani Paradise,JP Nagar,+91 9448248510,600
Mr. Meetharam,JP Nagar,+91 8026490777,150
The Coastal Crew by Fujian on 24th,JP Nagar,+91 8026499444,"1,100"
Wow Momo,JP Nagar,+91 9113920331,300
Pizza Da Dhaba,Bannerghatta Road,+91 7996364069,400
Kalpavruksha,Bannerghatta Road,+91 9535997416,300
Bombay Sandwich Company,JP Nagar,+91 8375867011,400
Tandoor And Spice,JP Nagar,+91 7204051010,550
Kitchen24,BTM,+91 7337830757,300
Rock Stone Ice Cream Factory,BTM,+91 8217517683,230
Paratha Plaza,JP Nagar,+91 9980526315,250
Krishna Vijayashree,Bannerghatta Road,+91 8710871412,700
Soup Station,Bannerghatta Road,+91 9739782912,250
Tasty Point,Bannerghatta Road,+91 9740488117,300
Natural Mumbai Kulfi,BTM,+91 8296375974,130
Namma Kudla,JP Nagar,+91 8042075762,400
Triveni,Bannerghatta Road,+91 8049517195,600
Wangs Kitchen,Bannerghatta Road,+91 8039253925,"1,000"
RK Fresh Food,BTM,+91 9958321535,300
Dine One One Restaurant,Bannerghatta Road,+91 9535123324,500
Pallavas Veg Cuisine,Bannerghatta Road,+91 9945493743,600
Healthie,JP Nagar,+91 8217793626,600
Brundhavana Pure Veg,JP Nagar,+91 7022862324,500
Spice Up,JP Nagar,+91 8026582546,600
North Chinese Centre,Bannerghatta Road,+91 8042296387,250
Suryawanshi,Bannerghatta Road,+91 9886934036,700
M-Aura Kitchen Cafe & More,Bannerghatta Road,+91 9900083256,400
Perch,BTM,+91 7337830757,350
Tempteys,BTM,+91 7349760223,500
DeliBox.in,BTM,+91 7337889660,150
FRYBIES,Bannerghatta Road,+91 9686998800,350
Crumb Together,JP Nagar,+91 8049652428,"1,200"
The Foodyz,JP Nagar,+91 9380002058,500
Bean D'er Cafe,JP Nagar,+91 8105816554,250
Chaat Chatore,Bannerghatta Road,+91 7996364069,300
Modern Restaurant,BTM,+91 8026680307,450
Biryani Magic,BTM,+91 9986583274,300
Nagarjuna,Bannerghatta Road,+91 8041300400,800
Laddoos,BTM,+91 8040991947,250
Smoke Oil Salt,BTM,+91 7337830757,850
Waffle Stories,BTM,+91 9916992866,300
Waffle Walle,Bannerghatta Road,+91 8105902392,500
Shake It Off,JP Nagar,+91 9008002832,600
Bombay Kulfi,JP Nagar,+91 080430266,150
Chaat Central,Bannerghatta Road,+91 9686194170,300
Two Friends Cauldron,JP Nagar,+91 8049652809,700
Bun Town,BTM,+91 8026686499,500
Garden Fresh,BTM,+91 8019462702,200
Dhabeliwala,JP Nagar,+91 9900009118,250
Chaat Junction,Bannerghatta Road,+91 9481644071,200
Asharfilal,Bannerghatta Road,+91 8884400240,150
Street Foods by Punjab Grill,Bannerghatta Road,+91 9871403894,800
Tiwari's Ghee Paratha and Chats,JP Nagar,+91 9844726826,200
Spurthi Foods,BTM,+91 9886066396,300
Pot Biryani,Bannerghatta Road,+91 9632091611,600
Thanco's Natural Ice Cream,BTM,+91 7338323454,450
Mango Tree- The Beer Garden,JP Nagar,+91 9880863789,"1,200"
Dessi Cuppa,BTM,+91 8919626423,300
Halli Mane MUDDE OOTA,JP Nagar,+91 8660722939,300
Lyengar's Cakes N Cookies,Bannerghatta Road,+91 8884663123,400
Wow Vada Pav,Bannerghatta Road,+91 7996364069,150
The Jade Kitchen,JP Nagar,+91 8048527978,400
Nandhanus Rasoi,Jayanagar,+91 9632490428,200
Fish And Dish,JP Nagar,+91 9945381372,350
Chicken County Restaurant,Bannerghatta Road,+91 8884657334,400
Velvet Kitchen,Bannerghatta Road,+91 9945575398,600
Hotel Aradhana,Bannerghatta Road,+91 9731763663,300
The Chervil,JP Nagar,+91 9742891444,"1,000"
Eatsomnia,JP Nagar,+91 9655233303,500
Sri Rajasthani Foods,JP Nagar,+91 9738128854,200
New Royal Treat,Bannerghatta Road,+91 7676992244,350
I Cool,JP Nagar,+91 8105392394,150
Mahek Pizza,JP Nagar,+91 9448057256,400
Panther Cafe,BTM,+91 9767180001,200
Authentic Aandhra,BTM,+91 9108790657,300
Roots n Fruits,JP Nagar,+91 9845133188,250
Kaizen Wellness Kitchen,JP Nagar,+91 8105412345,800
Mad Over Donuts,Bannerghatta Road,+91 9663733977,450
Kolkata Famous Kati Rolls,Bannerghatta Road,+91 nan,100
Vinaya Cafe,JP Nagar,+91 8041233313,200
RBP Greens Garden,BTM,+91 8971411691,700
Dazu Momoz,Bannerghatta Road,+91 9620100305,200
Desi Dhaba,BTM,+91 9538833223,400
World of Waffles,JP Nagar,+91 8042283009,400
Pika's Kitchen,Bannerghatta Road,+91 6361773736,800
Dilli ??,South Bangalore,+91 9108707005,500
The London Shakes,BTM,+91 8807883706,400
Atithi Biryani Corner,JP Nagar,+91 9741249196,200
Oottupura Family Restaurant,Bannerghatta Road,+91 9731552255,400
Yumme Veg,Bannerghatta Road,+91 8042120120,200
Shree Guru Raghavendra Chats Chintamani Special,Bannerghatta Road,+91 8861321135,200
Sri Sankara Cafe,BTM,+91 9986266688,100
Bhaijaan Barbeques,South Bangalore,+91 9901822443,200
Namana Garden,Bannerghatta Road,+91 7349460900,250
Chatter Platter,BTM,+91 8150994830,300
Bikaneri Sweets,Bannerghatta Road,+91 7090705090,250
Watson's,JP Nagar,+91 7022078777,"1,300"
Sri Nandi Grand,BTM,+91 9513617161,300
Chicken Man,JP Nagar,+91 8042005011,400
Only Sharjah,BTM,+91 8553137892,200
Chef Baker's,Bannerghatta Road,+91 7406666414,450
Sree Ganesha Fruits & Juice,Bannerghatta Road,+91 9845142616,100
Nandhana Palace,Bannerghatta Road,+91 8049653162,800
Biryani Nights,Bannerghatta Road,+91 8310973635,400
Thejas Bhavan,Bannerghatta Road,+91 8296532539,400
Kababish Restaurant,BTM,+91 8050732123,700
Graffitea,BTM,+91 9008891314,200
Gappe,Bannerghatta Road,+91 9902614159,200
On The Nose,BTM,+91 8042008978,600
Juicy & Spicy,JP Nagar,+91 9886370968,150
Eat Repeat Express,JP Nagar,+91 9538155111,700
TFI - The Fresh Ice Cream,Bannerghatta Road,+91 8618264050,400
Mirch Masala,JP Nagar,+91 9620652083,500
BEIR,Bannerghatta Road,+91 9945427999,800
Bengalooru Tiffany's,JP Nagar,+91 8041602808,400
Chaat Cafee,JP Nagar,+91 9742264070,150
Baba Ka Dhaba,BTM,+91 9986286453,400
Hot Burg,Bannerghatta Road,+91 7676667651,200
Northern Bites,Bannerghatta Road,+91 8884569888,400
Hotel Smile,Jayanagar,+91 8904295818,400
Roll Wala,JP Nagar,+91 9980005080,300
Natural Ice Cream,Bannerghatta Road,+91 8042192049,150
Churchill's,JP Nagar,+91 9035475040,"1,100"
Kulkarni's New Uttara Karnataka Food Speciality Stores,JP Nagar,+91 9916152868,250
The Hungers Zone,BTM,+91 8041680009,300
The Chocolate Room,JP Nagar,+91 8042112381,400
Aramane Restaurant,Bannerghatta Road,+91 8043027998,800
Hunger2Eat,BTM,+91 9739155657,400
BBQ Ride 46,South Bangalore,+91 8886780880,200
Bawarchi Inn,BTM,+91 8197022223,600
Ruh's Cafe,BTM,+91 9986271611,500
Eatery Have U Been,BTM,+91 9743524748,500
Upahar Banashree,Bannerghatta Road,+91 9448724485,400
Bhojon Tripti,Bannerghatta Road,+91 8904438942,300
New South Corner,BTM,+91 9964564245,300
Khana Khazana,Bannerghatta Road,+91 8310973635,400
California Burrito,Bannerghatta Road,+91 8039515101,400
Tandoor Garden,BTM,+91 9141678224,350
Caffe Pascucci,JP Nagar,+91 8041200431,"1,300"
Freeze It,BTM,+91 9916992866,300
Meal Square,Bannerghatta Road,+91 9620768068,600
Chaitanya Cafe,JP Nagar,+91 9902125334,300
Tasty Jigarthanda,BTM,+91 9790447882,150
Berrylicious,JP Nagar,+91 8884511222,400
Pappu Da Dhaba,Jayanagar,+91 6361252138,400
Smoke - The Sizzler House,Bannerghatta Road,+91 9620991924,"1,100"
Sandwich Shop,JP Nagar,+91 8147721407,400
Snack Knack,BTM,+91 9535092716,200
Chung Wah Opus,JP Nagar,+91 8065788688,650
Chef & Dine,Bannerghatta Road,+91 9686660374,650
Once In Nature,JP Nagar,+91 9986200051,300
Hotel Annapoorna,Bannerghatta Road,+91 9980594426,400
Dream a Dozen,JP Nagar,+91 8861739269,300
Bread Crumbs Bakery,Bannerghatta Road,+91 8049652927,250
Nite Out,JP Nagar,+91 8048542046,500
Cupcake Bliss,BTM,+91 8197170008,250
Armaani Caffe,BTM,+91 9945756869,250
Muddhe Bytes,Bannerghatta Road,+91 9739213773,300
The Paratha Stories,JP Nagar,+91 9655233303,250
Willys Top Cafe,Jayanagar,+91 7795808555,750
Papacream,JP Nagar,+91 6362284759,350
Woody's,JP Nagar,+91 8026490999,650
Pepper Crown Restaurant,Bannerghatta Road,+91 8048656705,700
The Curry Hut Plus,Bannerghatta Road,+91 8049517195,400
Malabar Mess,Bannerghatta Road,+91 9035317190,250
Malabar Cafe,Bannerghatta Road,+91 8045554545,400
Tangra Indo - Chinese Cuisine,Jayanagar,+91 8884416385,400
Juice Junction,JP Nagar,+91 8049518719,150
Xpress Chai,BTM,+91 7676561561,150
Guru Greens,Bannerghatta Road,+91 9845055553,550
D View Cafe,JP Nagar,+91 9538943596,"1,000"
The Cuboidal,BTM,+91 9036606862,300
Delifusion - Hunger Sorted,Bannerghatta Road,+91 8884044348,500
Gujrati Mess,JP Nagar,+91 9986824557,200
Heaven 2 Oven,BTM,+91 9731142022,300
Cake-O-Mania,Bannerghatta Road,+91 9620902494,300
The Park Inn Restaurant,Bannerghatta Road,+91 9902873733,450
Eagle Ridge,Bannerghatta Road,+91 9900543592,700
Vidya Cafe,JP Nagar,+91 8095420959,300
Kabab Treat,Bannerghatta Road,+91 8039257409,500
Limra Hotel,BTM,+91 9108803640,300
Kafe Nook,BTM,+91 9066368580,300
Kumbha Bhojanam,Bannerghatta Road,+91 9148822579,300
Yummerica Fries,BTM,+91 8618401501,300
Casa Piccosa,JP Nagar,+91 8039510999,"1,100"
Bake Addiction,JP Nagar,+91 7406856980,500
Tongue Twisters,BTM,+91 9902629650,350
Hot Rolls & House Of Kebabs,JP Nagar,+91 9886610338,200
Aami Kolkata,Bannerghatta Road,+91 8951170347,600
Vaathsalya Millet Cafe,JP Nagar,+91 9449064494,500
Hungry Buddies,BTM,+91 9606259513,150
TheRiceBowl.In,BTM,+91 8618839928,200
Guru Garden,Bannerghatta Road,+91 8026583972,450
Cakes By M,Bannerghatta Road,+91 9739066698,500
Brewz Coffee,BTM,+91 8041200232,650
Athithi,Bannerghatta Road,+91 8041507671,650
Smooth Blender,Bannerghatta Road,+91 8105902392,300
Sri Bhagya Grand,Bannerghatta Road,+91 9035066066,450
Shree Guru Juice 'N' Ice,Bannerghatta Road,+91 7978627319,250
Flavorsome Bakes,Bannerghatta Road,+91 9739132229,800
Bake-ooh,Bannerghatta Road,+91 9986914460,350
The Yummy Tummy,Bannerghatta Road,+91 9632606655,200
Mast Kalandar,Bannerghatta Road,+91 8042192828,450
Sultan's Biryani,Bannerghatta Road,+91 9513777152,700
Halli Sogasu,Bannerghatta Road,+91 7624958503,600
Crepe Nation,South Bangalore,+91 8075562611,300
RICE BAR,Bannerghatta Road,+91 9513777152,500
Kanika Biryani Paradise,Bannerghatta Road,+91 8971051325,700
Resto,Bannerghatta Road,+91 8048146060,350
New Tandoori Point,Bannerghatta Road,+91 9035723186,600
Shiv Sagar,Bannerghatta Road,+91 8026483631,250
Little Shangai,Bannerghatta Road,+91 9019269201,400
Nadella's Kitchen,Bannerghatta Road,+91 9901775949,300
Uncle's Kitchen,Bannerghatta Road,+91 9066223977,450
Coastal Inn,Bannerghatta Road,+91 8042117811,800
Aishwarya Parkland,Bannerghatta Road,+91 8026591793,500
Slice of Spice,Bannerghatta Road,+91 8296782737,400
Bao and Rolls,Bannerghatta Road,+91 9986236425,250
Encyclofoodia,Bannerghatta Road,+91 8197570120,350
Bella?s Kitchen,Bannerghatta Road,+91 9986681238,600
Food Feast Multicusine Restaurant,Bannerghatta Road,+91 8048535869,600
Bangalir Rannaghar,Bannerghatta Road,+91 7337618151,250
Sai Samosa & Chat Corner,Bannerghatta Road,+91 8892188424,200
Lalchee's Rasoi,Bannerghatta Road,+91 8197829385,500
Kailash Parbat,Bannerghatta Road,+91 9960069000,300
Tandoor Hut,Bannerghatta Road,+91 8068888777,750
The Chocolatiers,Bannerghatta Road,+91 7676478870,150
Zaika Take Away,Bannerghatta Road,+91 7848824267,500
Hotel Muthu,Bannerghatta Road,+91 9751561909,200
Snackiey,Bannerghatta Road,+91 8095217291,250
D Fusion,Bannerghatta Road,+91 9739183175,400
The Right Moo Organic Icecreams,Bannerghatta Road,+91 7406088759,300
Bread & Better,Bannerghatta Road,+91 9916134903,50
Papa Khan Biryani,Bannerghatta Road,+91 9206342066,300
Vah Biryani,Bannerghatta Road,+91 8867800800,300
Magadh Jalpan,Bannerghatta Road,+91 9113031269,200
Little Sweetooth,Bannerghatta Road,+91 9886408437,300
Chef Snow,Bannerghatta Road,+91 9428076817,300
Fresh Code,Bannerghatta Road,+91 9019358315,300
The Juicy,JP Nagar,+91 9886371701,100
Feast and Burp,Bannerghatta Road,+91 9900555332,300
Zengi Pub & Restaurant,BTM,+91 8217794843,900
Cafe Indiana,Bannerghatta Road,+91 7903399793,600
Ammi's Biryani,Bannerghatta Road,+91 9513777152,500
Malhar Maharashtrian Cuisine,Bannerghatta Road,+91 9880082094,500
Pallavi North Indian Veg Restaurant,JP Nagar,+91 8042085558,450
Restro Cafe,Jayanagar,+91 9740206609,400
Idly Pidly,Bannerghatta Road,+91 7022529610,250
TGI Fridays,Bannerghatta Road,+91 8067080290,"1,700"
Earth Plate Express,JP Nagar,+91 9741428291,600
Gharelu Zaika,JP Nagar,+91 9916122646,250
Apsara Ice Cream,Bannerghatta Road,+91 4141717410,200
Jiyo Natural,South Bangalore,+91 9686312345,300
Delicious Night,JP Nagar,+91 8065777883,200
Zyksha,South Bangalore,+91 nan,200
Biryani Times,JP Nagar,+91 9900114819,300
Targaryen's Kitchen,JP Nagar,+91 7002618660,600
Sakshi,Bannerghatta Road,+91 8073830657,550
MK Dabbawala,Bannerghatta Road,+91 8042192828,400
The French Loaf,Bannerghatta Road,+91 6382071153,400
Dal Roti,JP Nagar,+91 8026493524,150
Jhasaa,BTM,+91 8043707200,500
Status,Bannerghatta Road,+91 8026490166,600
Juice Fresco & Pizza,JP Nagar,+91 9148050086,300
BMR Hyderabad Biryani,BTM,+91 9030283983,400
Red Chilli,BTM,+91 9035929124,400
Dakshin Food Palace,JP Nagar,+91 7349597788,450
Darjeeling Momo Adda,Bannerghatta Road,+91 9742840910,200
Bottle Breacher,JP Nagar,+91 9482512009,"1,200"
Special Biriyani,JP Nagar,+91 9901622652,300
The Tucck Box,JP Nagar,+91 7975949523,300
Just Bite@Late Night,BTM,+91 7892764856,300
Sweet Chariot,Bannerghatta Road,+91 8041503413,500
Kesariya,JP Nagar,+91 8049653516,"1,200"
Swad Restaurant,BTM,+91 8041722856,550
Checkpost,JP Nagar,+91 080437121,400
Nourich,JP Nagar,+91 9945675038,800
Karavali Grand,JP Nagar,+91 8041133147,600
Nandhini Paradise,JP Nagar,+91 9742274049,600
Coastal Mama,JP Nagar,+91 8041723334,700
Wudfyr,JP Nagar,+91 7042445999,700
Waah Biryani,JP Nagar,+91 9008812888,350
Rara Avis,JP Nagar,+91 8043334321,400
Chillz,JP Nagar,+91 9611777939,100
Sri Lakshmi Curries & Pickles,JP Nagar,+91 9066655521,400
The Punjabi Rasoi,JP Nagar,+91 8042085222,800
Royal Chef Naati Oota,JP Nagar,+91 8026589000,500
The Crazy Wall,JP Nagar,+91 9008883660,600
Cafe Hops,JP Nagar,+91 9900222371,300
Flow - Terrace Bar & Grill,JP Nagar,+91 9886095845,"1,000"
Ningi Family Restaurant,JP Nagar,+91 9901294003,400
Sai Jagannath Food and Chats Point,Bommanahalli,+91 9538829140,300
Joey's,BTM,+91 9900275325,300
Sree Krishna Kafe,JP Nagar,+91 8792556140,200
Dilish Kitchens,BTM,+91 7353133336,500
Jaganath Restaurant And Hotel,JP Nagar,+91 8197357084,300
Thayee Touch,JP Nagar,+91 9845099106,450
Eten,JP Nagar,+91 9886606827,600
Owl's Kitchen,BTM,+91 8045133111,500
Kakal Kai Ruchi,JP Nagar,+91 8026491166,450
Blue Berry Restaurant,BTM,+91 9008255007,600
Bangali Babu Restaurant,BTM,+91 9844969288,250
Sri Brahmi Kuteera,JP Nagar,+91 9901446277,150
Deccan Spice,JP Nagar,+91 9902528053,750
Desi Wok,BTM,+91 9620133223,500
